Time,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164,x165,x166,x167,x168,x169,x170,x171,x172,x173,x174,x175,x176,x177,x178,x179,x180,x181,x182,x183,x184,x185,x186,x187,x188,x189,x190,x191,x192,x193,x194,x195,x196,x197,x198,x199,x200,
51,0.009032,0.000049,0.028113,0.392454,0.001333,0.146785,10.400414,0.071382,0.327772,0.036810,45.015091,0.012349,5.179114,0.007469,0.000000,0.028255,0.007991,0.088827,0.000067,0.000000,0.001398,0.043203,0.000000,10.512042,0.021237,0.000282,0.000000,0.006925,0.182662,0.002303,0.000008,0.000000,0.626425,0.023769,0.000313,0.004554,0.000008,2.421744,0.049750,0.000019,0.027742,0.000003,0.000003,0.000220,0.000284,0.001368,0.000718,0.000000,0.015183,0.074853,0.000038,0.740199,2.577711,0.004467,0.002431,0.001393,0.051169,17.968560,144.307354,0.186354,0.185526,0.643302,0.444683,0.044187,0.000908,0.070746,0.282156,0.108737,0.014395,0.092647,0.000871,0.282918,0.020023,0.009372,0.052815,0.003814,0.007086,1.314753,0.005852,0.010439,0.005539,0.018305,0.010658,0.005663,0.010897,0.008982,0.000001,0.000645,0.000002,0.001107,0.000043,0.000078,0.003269,0.006043,0.007451,3565.552189,0.000903,0.029657,0.000000,0.075296,0.000000,0.000000,0.100217,0.132457,0.811394,0.003108,0.032399,0.035385,0.097386,0.021021,0.011854,0.000152,0.002336,0.000004,0.066061,0.090706,0.004421,0.020486,0.007532,-0.007531,0.008295,0.154451,0.050082,0.147461,0.000288,-0.000422,0.000006,0.000006,-0.000000,0.000006,0.000002,0.009258,0.257677,0.266820,0.005731,0.060327,0.040626,0.021963,0.000281,0.004141,0.000008,0.132769,0.020482,0.035507,0.021026,0.014341,0.000000,0.002772,0.005456,0.000697,-0.000000,0.000006,-0.000000,-0.000001,0.061649,0.000000,0.000000,0.001341,0.000203,0.001385,-0.000002,-0.000072,-0.000010,0.000475,-0.000000,0.000015,-0.000000,0.000366,0.000373,0.020362,0.020308,0.017128,0.162743,0.055864,0.002772,0.000541,0.247183,0.000390,0.033818,0.000433,0.006476,0.000012,2.420896,0.098160,0.000000,0.000785,0.000011,0.000000,0.000016,0.000189,0.000000,0.189298,0.014346,0.181674,0.212828,-0.000123,0.266942,0.128648,0.004429,0.000004,
52,0.009035,0.000047,0.026733,0.393836,0.001268,0.147139,10.400414,0.072869,0.327820,0.036456,45.013561,0.012193,5.180644,0.007469,0.000000,0.028965,0.007998,0.088830,0.000054,0.000000,0.001395,0.043122,0.000000,10.512059,0.021333,0.000290,0.000000,0.006919,0.182665,0.002303,0.000008,0.000000,0.626419,0.023769,0.000313,0.004562,0.000008,2.421739,0.049750,0.000016,0.027742,0.000003,0.000003,0.000223,0.000288,0.001368,0.000718,0.000000,0.015183,0.074854,0.000038,0.740729,2.577219,0.004469,0.002433,0.001392,0.051170,17.968548,144.323264,0.186710,0.185927,0.643805,0.444683,0.044187,0.000862,0.070028,0.281845,0.110342,0.013864,0.094142,0.000827,0.282560,0.019790,0.009373,0.052815,0.003811,0.007078,1.314708,0.005860,0.010445,0.005546,0.018302,0.010664,0.005663,0.010895,0.008980,0.000001,0.000646,0.000002,0.001108,0.000043,0.000078,0.003268,0.006041,0.007451,3565.536510,0.000903,0.029307,0.000000,0.075297,0.000000,0.000000,0.100297,0.132545,0.811283,0.003110,0.032370,0.035378,0.097442,0.021020,0.011853,0.000152,0.002341,0.000004,0.065996,0.090754,0.004427,0.020498,0.007532,-0.007531,0.008307,0.154411,0.050137,0.147573,0.000284,-0.000420,0.000006,0.000006,-0.000000,0.000006,0.000002,0.009258,0.257678,0.266819,0.005735,0.060258,0.040618,0.021958,0.000281,0.004147,0.000008,0.132819,0.020492,0.035481,0.021025,0.014346,0.000000,0.002772,0.005456,0.000696,-0.000000,0.000006,-0.000000,-0.000001,0.061640,0.000000,0.000000,0.001335,0.000195,0.001383,-0.000001,-0.000075,-0.000010,0.000456,-0.000000,0.000016,-0.000000,0.000348,0.000354,0.020111,0.020068,0.017145,0.162715,0.055870,0.002772,0.000535,0.247047,0.000385,0.033811,0.000433,0.006487,0.000012,2.420891,0.098161,0.000000,0.000746,0.000012,0.000000,0.000016,0.000182,0.000000,0.189321,0.014350,0.181674,0.212856,-0.000125,0.266944,0.128569,0.004435,0.000004,
53,0.009037,0.000045,0.025423,0.395149,0.001206,0.147501,10.400414,0.074356,0.327793,0.036094,45.012108,0.012035,5.182097,0.007469,0.000000,0.029695,0.008004,0.088832,0.000044,0.000000,0.001392,0.043036,0.000000,10.512072,0.021434,0.000299,0.000000,0.006912,0.182667,0.002303,0.000008,0.000000,0.626411,0.023768,0.000313,0.004571,0.000008,2.421734,0.049750,0.000013,0.027742,0.000002,0.000003,0.000225,0.000293,0.001367,0.000718,0.000000,0.015183,0.074854,0.000038,0.741089,2.576964,0.004472,0.002435,0.001391,0.051170,17.968537,144.339175,0.187022,0.186285,0.644315,0.444683,0.044186,0.000819,0.069290,0.281576,0.111910,0.013347,0.095609,0.000786,0.282244,0.019554,0.009373,0.052816,0.003807,0.007070,1.314598,0.005869,0.010449,0.005551,0.018298,0.010671,0.005663,0.010894,0.008977,0.000001,0.000647,0.000002,0.001110,0.000043,0.000078,0.003268,0.006040,0.007451,3565.520837,0.000903,0.028951,0.000000,0.075298,0.000000,0.000000,0.100378,0.132643,0.811166,0.003113,0.032337,0.035370,0.097500,0.021018,0.011852,0.000152,0.002346,0.000004,0.065931,0.090799,0.004433,0.020504,0.007532,-0.007532,0.008320,0.154370,0.050186,0.147680,0.000279,-0.000418,0.000005,0.000006,-0.000000,0.000006,0.000002,0.009259,0.257679,0.266818,0.005739,0.060190,0.040615,0.021954,0.000280,0.004153,0.000008,0.132869,0.020498,0.035451,0.021023,0.014349,0.000000,0.002772,0.005455,0.000696,-0.000000,0.000006,-0.000000,-0.000001,0.061634,0.000000,0.000000,0.001329,0.000188,0.001380,-0.000001,-0.000078,-0.000011,0.000437,-0.000000,0.000016,-0.000000,0.000331,0.000336,0.019857,0.019826,0.017165,0.162687,0.055869,0.002772,0.000529,0.246905,0.000380,0.033806,0.000433,0.006498,0.000012,2.420885,0.098162,0.000000,0.000708,0.000012,0.000000,0.000016,0.000175,0.000000,0.189338,0.014354,0.181667,0.212877,-0.000127,0.266945,0.128498,0.004441,0.000005,
54,0.009039,0.000042,0.024178,0.396396,0.001147,0.147868,10.400415,0.075842,0.327693,0.035727,45.010727,0.011876,5.183478,0.007469,0.000000,0.030443,0.008011,0.088835,0.000036,0.000000,0.001389,0.042946,0.000000,10.512083,0.021540,0.000308,0.000000,0.006905,0.182668,0.002303,0.000008,0.000000,0.626403,0.023767,0.000313,0.004579,0.000008,2.421729,0.049750,0.000011,0.027743,0.000002,0.000003,0.000228,0.000298,0.001367,0.000717,0.000000,0.015183,0.074855,0.000038,0.741289,2.576932,0.004476,0.002436,0.001390,0.051171,17.968527,144.355085,0.187290,0.186600,0.644832,0.444683,0.044186,0.000779,0.068533,0.281349,0.113439,0.012843,0.097049,0.000747,0.281968,0.019315,0.009373,0.052816,0.003803,0.007062,1.314428,0.005878,0.010450,0.005556,0.018293,0.010677,0.005662,0.010893,0.008975,0.000001,0.000649,0.000002,0.001112,0.000043,0.000078,0.003268,0.006040,0.007451,3565.505167,0.000903,0.028592,0.000000,0.075299,0.000000,0.000000,0.100459,0.132751,0.811043,0.003115,0.032300,0.035360,0.097560,0.021015,0.011850,0.000152,0.002351,0.000004,0.065869,0.090840,0.004439,0.020507,0.007532,-0.007532,0.008334,0.154327,0.050228,0.147782,0.000275,-0.000415,0.000005,0.000005,-0.000000,0.000005,0.000002,0.009259,0.257680,0.266817,0.005744,0.060123,0.040615,0.021952,0.000280,0.004159,0.000008,0.132919,0.020499,0.035417,0.021020,0.014352,0.000000,0.002772,0.005455,0.000695,-0.000000,0.000005,-0.000000,-0.000001,0.061630,0.000000,0.000000,0.001323,0.000181,0.001377,-0.000001,-0.000080,-0.000011,0.000419,-0.000000,0.000017,-0.000000,0.000314,0.000320,0.019602,0.019580,0.017185,0.162657,0.055861,0.002772,0.000524,0.246758,0.000376,0.033803,0.000433,0.006509,0.000012,2.420880,0.098163,0.000000,0.000673,0.000012,0.000000,0.000016,0.000169,0.000000,0.189350,0.014357,0.181655,0.212889,-0.000129,0.266946,0.128434,0.004448,0.000005,
55,0.009041,0.000040,0.022995,0.397581,0.001090,0.148242,10.400415,0.077327,0.327526,0.035353,45.009414,0.011716,5.184791,0.007469,0.000000,0.031209,0.008019,0.088838,0.000029,0.000000,0.001386,0.042851,0.000000,10.512092,0.021652,0.000317,0.000000,0.006898,0.182669,0.002303,0.000008,0.000000,0.626394,0.023767,0.000313,0.004586,0.000008,2.421723,0.049750,0.000009,0.027743,0.000002,0.000003,0.000230,0.000302,0.001367,0.000717,0.000000,0.015184,0.074856,0.000038,0.741339,2.577111,0.004480,0.002438,0.001389,0.051171,17.968516,144.370996,0.187517,0.186875,0.645354,0.444683,0.044186,0.000740,0.067758,0.281160,0.114931,0.012353,0.098462,0.000710,0.281730,0.019074,0.009373,0.052816,0.003798,0.007054,1.314200,0.005888,0.010449,0.005560,0.018287,0.010684,0.005661,0.010894,0.008972,0.000001,0.000650,0.000002,0.001114,0.000043,0.000078,0.003267,0.006040,0.007451,3565.489502,0.000903,0.028229,0.000000,0.075299,0.000000,0.000000,0.100541,0.132867,0.810913,0.003117,0.032259,0.035347,0.097622,0.021011,0.011848,0.000152,0.002355,0.000004,0.065807,0.090878,0.004446,0.020505,0.007532,-0.007532,0.008348,0.154282,0.050263,0.147880,0.000271,-0.000412,0.000005,0.000005,-0.000000,0.000005,0.000001,0.009259,0.257681,0.266816,0.005750,0.060056,0.040618,0.021953,0.000280,0.004166,0.000008,0.132969,0.020496,0.035378,0.021016,0.014355,0.000000,0.002772,0.005455,0.000695,-0.000000,0.000005,-0.000000,-0.000001,0.061629,0.000000,0.000000,0.001317,0.000175,0.001374,-0.000001,-0.000083,-0.000012,0.000401,-0.000000,0.000017,-0.000000,0.000299,0.000304,0.019345,0.019333,0.017207,0.162626,0.055848,0.002772,0.000518,0.246605,0.000371,0.033800,0.000433,0.006520,0.000012,2.420874,0.098163,0.000000,0.000640,0.000013,0.000000,0.000016,0.000162,0.000000,0.189357,0.014359,0.181636,0.212894,-0.000131,0.266946,0.128375,0.004454,0.000005,
56,0.009043,0.000038,0.021871,0.398707,0.001037,0.148620,10.400415,0.078811,0.327294,0.034975,45.008167,0.011555,5.186038,0.007469,0.000000,0.031991,0.008026,0.088841,0.000024,0.000000,0.001383,0.042753,0.000000,10.512099,0.021768,0.000326,0.000000,0.006889,0.182670,0.002303,0.000008,0.000000,0.626384,0.023766,0.000313,0.004594,0.000008,2.421717,0.049750,0.000008,0.027743,0.000001,0.000003,0.000233,0.000307,0.001367,0.000717,0.000000,0.015184,0.074857,0.000038,0.741248,2.577488,0.004484,0.002440,0.001388,0.051171,17.968506,144.386906,0.187706,0.187112,0.645881,0.444683,0.044186,0.000703,0.066967,0.281008,0.116385,0.011879,0.099847,0.000674,0.281529,0.018831,0.009373,0.052816,0.003793,0.007046,1.313918,0.005899,0.010447,0.005563,0.018280,0.010692,0.005659,0.010896,0.008970,0.000001,0.000651,0.000002,0.001115,0.000043,0.000078,0.003266,0.006040,0.007451,3565.473841,0.000903,0.027864,0.000000,0.075300,0.000000,0.000000,0.100623,0.132992,0.810778,0.003120,0.032214,0.035334,0.097687,0.021006,0.011845,0.000152,0.002360,0.000004,0.065746,0.090914,0.004452,0.020499,0.007532,-0.007532,0.008363,0.154235,0.050293,0.147975,0.000267,-0.000410,0.000005,0.000005,-0.000000,0.000005,0.000001,0.009259,0.257681,0.266815,0.005756,0.059989,0.040624,0.021955,0.000280,0.004173,0.000008,0.133021,0.020489,0.035336,0.021011,0.014356,0.000000,0.002771,0.005454,0.000694,-0.000000,0.000005,-0.000000,-0.000000,0.061630,0.000000,0.000000,0.001311,0.000168,0.001371,-0.000001,-0.000085,-0.000012,0.000384,-0.000000,0.000018,-0.000000,0.000284,0.000289,0.019087,0.019084,0.017230,0.162594,0.055829,0.002772,0.000512,0.246446,0.000366,0.033799,0.000433,0.006531,0.000012,2.420868,0.098164,0.000000,0.000608,0.000013,0.000000,0.000016,0.000156,0.000000,0.189361,0.014360,0.181612,0.212892,-0.000132,0.266947,0.128323,0.004461,0.000005,
57,0.009045,0.000036,0.020803,0.399777,0.000986,0.149003,10.400415,0.080293,0.327001,0.034592,45.006982,0.011393,5.187223,0.007469,0.000000,0.032787,0.008033,0.088845,0.000019,0.000000,0.001380,0.042650,0.000000,10.512105,0.021889,0.000336,0.000000,0.006881,0.182670,0.002303,0.000008,0.000000,0.626374,0.023765,0.000313,0.004602,0.000008,2.421712,0.049750,0.000007,0.027743,0.000001,0.000003,0.000236,0.000312,0.001367,0.000717,0.000000,0.015184,0.074858,0.000038,0.741022,2.578054,0.004489,0.002442,0.001387,0.051171,17.968496,144.402816,0.187858,0.187312,0.646411,0.444683,0.044186,0.000668,0.066161,0.280891,0.117803,0.011419,0.101205,0.000641,0.281362,0.018586,0.009373,0.052816,0.003787,0.007038,1.313582,0.005910,0.010442,0.005566,0.018272,0.010699,0.005658,0.010898,0.008967,0.000001,0.000652,0.000002,0.001117,0.000043,0.000078,0.003265,0.006041,0.007451,3565.458182,0.000903,0.027496,0.000000,0.075300,0.000000,0.000000,0.100705,0.133126,0.810636,0.003122,0.032165,0.035318,0.097754,0.021000,0.011841,0.000152,0.002364,0.000004,0.065686,0.090948,0.004460,0.020489,0.007533,-0.007532,0.008379,0.154186,0.050318,0.148066,0.000263,-0.000406,0.000005,0.000005,-0.000000,0.000005,0.000001,0.009259,0.257682,0.266814,0.005762,0.059923,0.040633,0.021958,0.000281,0.004180,0.000008,0.133072,0.020479,0.035289,0.021005,0.014357,0.000000,0.002771,0.005454,0.000693,-0.000000,0.000005,-0.000000,-0.000000,0.061633,0.000000,0.000000,0.001304,0.000162,0.001367,-0.000001,-0.000086,-0.000013,0.000367,-0.000000,0.000019,-0.000000,0.000270,0.000274,0.018828,0.018833,0.017254,0.162561,0.055804,0.002771,0.000505,0.246282,0.000361,0.033799,0.000433,0.006542,0.000012,2.420862,0.098164,0.000000,0.000578,0.000014,0.000000,0.000016,0.000150,0.000000,0.189359,0.014361,0.181583,0.212884,-0.000133,0.266947,0.128276,0.004468,0.000005,
58,0.009047,0.000035,0.019788,0.400794,0.000937,0.149390,10.400415,0.081774,0.326651,0.034205,45.005856,0.011231,5.188349,0.007469,0.000000,0.033597,0.008041,0.088848,0.000016,0.000000,0.001376,0.042544,0.000000,10.512109,0.022015,0.000346,0.000000,0.006871,0.182670,0.002303,0.000008,0.000000,0.626363,0.023764,0.000313,0.004609,0.000008,2.421706,0.049750,0.000005,0.027743,0.000001,0.000003,0.000238,0.000316,0.001367,0.000717,0.000000,0.015185,0.074860,0.000038,0.740670,2.578799,0.004495,0.002443,0.001385,0.051171,17.968486,144.418727,0.187974,0.187478,0.646944,0.444683,0.044186,0.000635,0.065340,0.280808,0.119183,0.010976,0.102535,0.000609,0.281228,0.018340,0.009373,0.052816,0.003781,0.007030,1.313197,0.005922,0.010435,0.005568,0.018264,0.010707,0.005656,0.010901,0.008964,0.000001,0.000653,0.000002,0.001119,0.000043,0.000078,0.003264,0.006042,0.007451,3565.442526,0.000903,0.027126,0.000000,0.075300,0.000000,0.000000,0.100788,0.133269,0.810489,0.003124,0.032113,0.035301,0.097823,0.020994,0.011837,0.000152,0.002368,0.000004,0.065627,0.090979,0.004467,0.020476,0.007533,-0.007532,0.008396,0.154135,0.050337,0.148155,0.000259,-0.000403,0.000005,0.000005,-0.000000,0.000005,0.000001,0.009259,0.257682,0.266813,0.005769,0.059856,0.040644,0.021963,0.000281,0.004187,0.000008,0.133125,0.020465,0.035239,0.020999,0.014357,0.000000,0.002771,0.005454,0.000693,-0.000000,0.000005,-0.000000,-0.000000,0.061638,0.000000,0.000000,0.001298,0.000157,0.001364,-0.000000,-0.000088,-0.000013,0.000351,-0.000000,0.000019,-0.000000,0.000256,0.000261,0.018569,0.018581,0.017280,0.162527,0.055774,0.002771,0.000499,0.246113,0.000356,0.033801,0.000433,0.006553,0.000012,2.420855,0.098163,0.000000,0.000549,0.000014,0.000000,0.000016,0.000144,0.000000,0.189355,0.014361,0.181548,0.212869,-0.000134,0.266947,0.128233,0.004475,0.000005,
59,0.009049,0.000033,0.018823,0.401760,0.000891,0.149780,10.400415,0.083252,0.326247,0.033815,45.004786,0.011069,5.189419,0.007469,0.000000,0.034420,0.008049,0.088852,0.000013,0.000000,0.001373,0.042433,0.000000,10.512113,0.022146,0.000357,0.000000,0.006861,0.182670,0.002303,0.000008,0.000000,0.626351,0.023763,0.000313,0.004616,0.000008,2.421700,0.049750,0.000005,0.027743,0.000001,0.000003,0.000241,0.000321,0.001367,0.000717,0.000000,0.015185,0.074861,0.000038,0.740198,2.579715,0.004501,0.002445,0.001384,0.051171,17.968477,144.434636,0.188056,0.187611,0.647479,0.444683,0.044186,0.000604,0.064507,0.280757,0.120527,0.010548,0.103838,0.000578,0.281126,0.018094,0.009373,0.052816,0.003774,0.007023,1.312763,0.005934,0.010427,0.005570,0.018254,0.010715,0.005654,0.010904,0.008961,0.000001,0.000654,0.000002,0.001121,0.000043,0.000078,0.003263,0.006044,0.007451,3565.426873,0.000903,0.026756,0.000000,0.075300,0.000000,0.000000,0.100870,0.133421,0.810335,0.003126,0.032057,0.035283,0.097894,0.020986,0.011833,0.000152,0.002372,0.000004,0.065567,0.091008,0.004474,0.020459,0.007533,-0.007532,0.008413,0.154082,0.050352,0.148241,0.000255,-0.000400,0.000005,0.000005,-0.000000,0.000005,0.000001,0.009259,0.257682,0.266812,0.005777,0.059789,0.040659,0.021970,0.000281,0.004195,0.000008,0.133178,0.020447,0.035185,0.020992,0.014357,0.000000,0.002771,0.005453,0.000692,-0.000000,0.000005,-0.000000,-0.000000,0.061644,0.000000,0.000000,0.001291,0.000151,0.001360,-0.000000,-0.000089,-0.000014,0.000335,-0.000000,0.000020,-0.000000,0.000244,0.000248,0.018309,0.018329,0.017306,0.162491,0.055739,0.002771,0.000493,0.245937,0.000351,0.033803,0.000433,0.006565,0.000011,2.420849,0.098163,0.000000,0.000522,0.000014,0.000000,0.000016,0.000139,0.000000,0.189346,0.014361,0.181509,0.212848,-0.000135,0.266947,0.128195,0.004483,0.000005,
60,0.009050,0.000031,0.017907,0.402678,0.000847,0.150173,10.400415,0.084728,0.325792,0.033422,45.003769,0.010907,5.190436,0.007469,0.000000,0.035254,0.008057,0.088855,0.000011,0.000000,0.001369,0.042319,0.000000,10.512116,0.022282,0.000368,0.000000,0.006851,0.182669,0.002303,0.000008,0.000000,0.626339,0.023762,0.000313,0.004624,0.000008,2.421694,0.049749,0.000004,0.027743,0.000001,0.000003,0.000243,0.000325,0.001367,0.000717,0.000000,0.015185,0.074862,0.000038,0.739611,2.580795,0.004507,0.002447,0.001382,0.051171,17.968467,144.450546,0.188107,0.187712,0.648016,0.444683,0.044186,0.000574,0.063662,0.280736,0.121835,0.010136,0.105113,0.000550,0.281053,0.017846,0.009373,0.052816,0.003767,0.007015,1.312282,0.005947,0.010417,0.005571,0.018244,0.010723,0.005652,0.010909,0.008957,0.000001,0.000655,0.000002,0.001123,0.000043,0.000078,0.003262,0.006046,0.007451,3565.411222,0.000903,0.026384,0.000000,0.075299,0.000000,0.000000,0.100952,0.133580,0.810174,0.003128,0.031997,0.035263,0.097968,0.020978,0.011829,0.000152,0.002375,0.000004,0.065508,0.091035,0.004482,0.020439,0.007533,-0.007532,0.008432,0.154027,0.050362,0.148325,0.000251,-0.000396,0.000005,0.000005,-0.000000,0.000005,0.000001,0.009259,0.257681,0.266811,0.005785,0.059722,0.040676,0.021978,0.000281,0.004202,0.000008,0.133232,0.020426,0.035128,0.020983,0.014356,0.000000,0.002771,0.005453,0.000691,-0.000000,0.000005,-0.000000,0.000000,0.061653,0.000000,0.000000,0.001285,0.000146,0.001356,-0.000000,-0.000091,-0.000015,0.000319,-0.000000,0.000020,-0.000000,0.000232,0.000236,0.018050,0.018076,0.017334,0.162454,0.055700,0.002771,0.000487,0.245756,0.000347,0.033806,0.000433,0.006576,0.000011,2.420843,0.098163,0.000000,0.000496,0.000015,0.000000,0.000016,0.000133,0.000000,0.189334,0.014360,0.181465,0.212822,-0.000135,0.266946,0.128161,0.004490,0.000005,
61,0.009052,0.000030,0.017035,0.403551,0.000805,0.150569,10.400415,0.086202,0.325288,0.033026,45.002802,0.010745,5.191402,0.007469,0.000000,0.036098,0.008065,0.088859,0.000009,0.000000,0.001365,0.042201,0.000000,10.512119,0.022422,0.000379,0.000000,0.006840,0.182668,0.002303,0.000008,0.000000,0.626327,0.023761,0.000313,0.004631,0.000008,2.421689,0.049749,0.000003,0.027743,0.000001,0.000003,0.000246,0.000330,0.001367,0.000717,0.000000,0.015186,0.074864,0.000038,0.738915,2.582032,0.004514,0.002448,0.001381,0.051171,17.968458,144.466455,0.188128,0.187783,0.648553,0.444683,0.044186,0.000545,0.062807,0.280744,0.123106,0.009739,0.106361,0.000522,0.281009,0.017599,0.009373,0.052816,0.003760,0.007007,1.311755,0.005960,0.010405,0.005572,0.018233,0.010731,0.005650,0.010914,0.008954,0.000001,0.000656,0.000002,0.001125,0.000043,0.000078,0.003260,0.006049,0.007451,3565.395572,0.000903,0.026012,0.000000,0.075299,0.000000,0.000000,0.101034,0.133748,0.810008,0.003130,0.031934,0.035241,0.098044,0.020969,0.011823,0.000152,0.002379,0.000004,0.065449,0.091061,0.004490,0.020416,0.007533,-0.007532,0.008451,0.153970,0.050369,0.148408,0.000247,-0.000392,0.000005,0.000005,-0.000000,0.000005,0.000001,0.009259,0.257681,0.266810,0.005794,0.059654,0.040695,0.021988,0.000281,0.004210,0.000007,0.133286,0.020402,0.035067,0.020975,0.014354,0.000000,0.002770,0.005452,0.000690,-0.000000,0.000005,-0.000000,0.000000,0.061663,0.000000,0.000000,0.001278,0.000140,0.001353,-0.000000,-0.000092,-0.000015,0.000304,-0.000000,0.000021,-0.000000,0.000220,0.000224,0.017791,0.017823,0.017364,0.162416,0.055655,0.002770,0.000481,0.245568,0.000342,0.033811,0.000433,0.006587,0.000011,2.420837,0.098162,0.000000,0.000471,0.000015,0.000000,0.000016,0.000128,0.000000,0.189319,0.014358,0.181416,0.212790,-0.000135,0.266945,0.128131,0.004498,0.000005,
62,0.009053,0.000028,0.016208,0.404380,0.000765,0.150966,10.400415,0.087674,0.324739,0.032629,45.001884,0.010583,5.192321,0.007469,0.000000,0.036950,0.008073,0.088863,0.000007,0.000000,0.001361,0.042079,0.000000,10.512121,0.022567,0.000391,0.000000,0.006829,0.182667,0.002303,0.000008,0.000000,0.626313,0.023760,0.000313,0.004637,0.000008,2.421683,0.049749,0.000003,0.027742,0.000001,0.000003,0.000249,0.000335,0.001367,0.000717,0.000000,0.015186,0.074865,0.000038,0.738114,2.583421,0.004521,0.002450,0.001379,0.051170,17.968449,144.482363,0.188119,0.187826,0.649091,0.444683,0.044186,0.000518,0.061943,0.280780,0.124343,0.009358,0.107582,0.000496,0.280993,0.017351,0.009373,0.052816,0.003752,0.006998,1.311183,0.005974,0.010392,0.005572,0.018222,0.010740,0.005647,0.010919,0.008951,0.000001,0.000657,0.000002,0.001128,0.000043,0.000078,0.003259,0.006052,0.007451,3565.379924,0.000903,0.025641,0.000000,0.075299,0.000000,0.000000,0.101116,0.133925,0.809835,0.003132,0.031868,0.035218,0.098123,0.020960,0.011818,0.000152,0.002382,0.000004,0.065390,0.091085,0.004498,0.020390,0.007534,-0.007533,0.008470,0.153911,0.050371,0.148489,0.000243,-0.000388,0.000004,0.000005,-0.000000,0.000005,0.000001,0.009259,0.257680,0.266809,0.005803,0.059586,0.040717,0.021999,0.000281,0.004218,0.000007,0.133342,0.020376,0.035003,0.020965,0.014352,0.000000,0.002770,0.005452,0.000690,-0.000000,0.000005,-0.000000,0.000000,0.061675,0.000000,0.000000,0.001271,0.000135,0.001349,-0.000000,-0.000092,-0.000016,0.000290,-0.000000,0.000022,-0.000000,0.000209,0.000213,0.017532,0.017570,0.017394,0.162376,0.055607,0.002770,0.000474,0.245375,0.000337,0.033816,0.000433,0.006598,0.000011,2.420831,0.098161,0.000000,0.000448,0.000016,0.000000,0.000015,0.000123,0.000000,0.189300,0.014356,0.181362,0.212753,-0.000136,0.266945,0.128105,0.004506,0.000005,
63,0.009055,0.000027,0.015421,0.405169,0.000727,0.151365,10.400415,0.089142,0.324147,0.032230,45.001011,0.010422,5.193194,0.007469,0.000000,0.037809,0.008082,0.088867,0.000006,0.000000,0.001357,0.041954,0.000000,10.512123,0.022716,0.000402,0.000000,0.006817,0.182665,0.002303,0.000008,0.000000,0.626300,0.023759,0.000313,0.004644,0.000008,2.421677,0.049749,0.000002,0.027742,0.000000,0.000003,0.000251,0.000339,0.001367,0.000717,0.000000,0.015187,0.074867,0.000038,0.737212,2.584955,0.004528,0.002451,0.001377,0.051170,17.968440,144.498271,0.188083,0.187841,0.649628,0.444683,0.044186,0.000493,0.061072,0.280842,0.125545,0.008992,0.108776,0.000472,0.281002,0.017104,0.009373,0.052816,0.003744,0.006990,1.310568,0.005988,0.010377,0.005572,0.018209,0.010749,0.005644,0.010926,0.008947,0.000001,0.000657,0.000002,0.001130,0.000043,0.000078,0.003257,0.006055,0.007451,3565.364277,0.000903,0.025270,0.000000,0.075298,0.000000,0.000000,0.101197,0.134109,0.809656,0.003134,0.031798,0.035194,0.098203,0.020949,0.011812,0.000152,0.002385,0.000004,0.065331,0.091107,0.004506,0.020361,0.007534,-0.007533,0.008491,0.153850,0.050370,0.148568,0.000240,-0.000384,0.000004,0.000005,-0.000000,0.000005,0.000001,0.009258,0.257679,0.266808,0.005813,0.059517,0.040741,0.022011,0.000281,0.004226,0.000007,0.133399,0.020346,0.034936,0.020955,0.014349,0.000000,0.002770,0.005451,0.000689,-0.000000,0.000005,0.000000,0.000000,0.061688,0.000000,0.000000,0.001264,0.000131,0.001345,-0.000000,-0.000093,-0.000016,0.000276,-0.000000,0.000022,-0.000000,0.000199,0.000202,0.017275,0.017318,0.017426,0.162335,0.055554,0.002770,0.000468,0.245176,0.000332,0.033822,0.000433,0.006610,0.000011,2.420825,0.098160,0.000000,0.000426,0.000016,0.000000,0.000015,0.000118,0.000000,0.189279,0.014353,0.181305,0.212711,-0.000136,0.266944,0.128082,0.004514,0.000005,
