Time,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164,x165,x166,x167,x168,x169,x170,x171,x172,x173,x174,x175,x176,x177,x178,x179,x180,x181,x182,x183,x184,x185,x186,x187,x188,x189,x190,x191,x192,x193,x194,x195,x196,x197,x198,x199,x200,
10,0.008684,0.000396,0.227971,0.192246,0.008082,0.159953,10.130241,0.018268,0.161457,0.023642,45.233774,0.008887,4.960431,0.007469,0.000000,0.039849,0.008623,0.089197,1.516987,0.022871,0.001028,0.031671,0.245302,8.730895,0.038952,0.001216,0.000000,0.004152,0.201120,0.002858,0.000012,0.000000,0.617187,0.028018,0.000472,0.003846,0.000009,2.386803,0.049038,0.015375,0.033137,0.001458,0.000002,0.000112,0.000093,0.001232,0.000769,0.000035,0.015220,0.075380,0.000035,0.191406,3.602171,0.006823,0.001704,0.000882,0.056476,17.942367,143.643485,0.085308,0.085028,0.642754,0.442416,0.042213,0.007272,0.058220,0.376836,0.023747,0.010867,0.020536,0.006979,0.377308,0.013948,0.011639,0.054790,0.001498,0.006003,0.853788,0.010333,0.002510,0.002291,0.010984,0.010801,0.003622,0.015032,0.008418,0.000001,0.000360,0.000003,0.001332,0.000043,0.000169,0.002544,0.010162,0.007451,3566.153727,0.000903,0.023084,0.000072,0.089022,0.000883,0.001087,0.111430,0.209574,0.748183,0.002219,0.012828,0.021720,0.098210,0.013551,0.009233,0.000153,0.001299,0.000003,0.060129,0.076726,0.005609,0.004962,0.007544,-0.007585,0.014112,0.144869,0.020721,0.119016,-0.000004,-0.001837,-0.004517,-0.000111,0.000000,0.000031,-0.003424,0.011069,0.266665,0.266859,0.008627,0.051626,0.055926,0.036610,0.000600,0.004991,0.000012,0.119622,0.005151,0.014889,0.013439,0.010667,0.000135,0.002957,0.004934,0.000441,0.000000,0.000032,-0.000041,-0.001078,0.069499,0.010423,0.040242,0.002511,0.001413,0.001050,-0.000445,0.000666,0.000645,0.002438,-0.000000,-0.000036,-0.000080,0.002952,0.003007,0.017018,0.014590,0.025550,0.159420,0.026219,0.003105,0.000361,0.208888,0.010987,0.046212,0.000766,0.006284,0.000015,2.385682,0.115776,0.000209,0.006305,0.000049,0.051104,0.000012,0.000143,0.040421,0.148528,0.010689,0.147426,0.179660,-0.006469,0.274341,0.152789,0.005603,-0.001087,
11,0.008703,0.000377,0.216593,0.203644,0.007813,0.157747,10.221596,0.019061,0.173007,0.025848,45.221467,0.009547,4.972738,0.007469,0.000000,0.036726,0.008513,0.089145,1.206458,0.015058,0.001080,0.033289,0.162470,9.126145,0.036247,0.001055,0.000000,0.004546,0.195545,0.002689,0.000011,0.000000,0.619120,0.026800,0.000425,0.003892,0.000009,2.393492,0.049174,0.014357,0.031543,0.001316,0.000002,0.000115,0.000098,0.001261,0.000749,0.000032,0.015211,0.075312,0.000035,0.218772,3.524316,0.006589,0.001778,0.000952,0.054876,17.949999,143.663071,0.091478,0.091081,0.644607,0.443106,0.042812,0.006926,0.061502,0.371013,0.025413,0.012088,0.021873,0.006648,0.371586,0.015042,0.010950,0.054191,0.001733,0.006435,0.903292,0.009407,0.002924,0.002420,0.011853,0.010572,0.003845,0.014751,0.008551,0.000001,0.000384,0.000003,0.001319,0.000041,0.000149,0.002567,0.009495,0.007451,3566.153594,0.000903,0.024135,0.000056,0.084952,0.000591,0.000679,0.108136,0.193743,0.763703,0.002310,0.014820,0.023365,0.096238,0.014371,0.009326,0.000145,0.001387,0.000003,0.063497,0.076843,0.005483,0.005775,0.007542,-0.007578,0.012908,0.147118,0.021907,0.118163,0.000085,-0.001237,-0.003193,-0.000074,0.000000,0.000025,-0.002466,0.010521,0.263890,0.266860,0.008325,0.055248,0.054862,0.034261,0.000529,0.004937,0.000011,0.119273,0.005977,0.016979,0.014265,0.010831,0.000124,0.002886,0.005044,0.000476,0.000000,0.000025,-0.000029,-0.000796,0.069269,0.006529,0.026860,0.002385,0.001304,0.001098,-0.000562,0.000627,0.000551,0.002255,-0.000000,-0.000033,-0.000079,0.002810,0.002862,0.017957,0.015713,0.024037,0.160381,0.028710,0.003020,0.000392,0.216820,0.007005,0.043866,0.000684,0.006320,0.000014,2.392420,0.110531,0.000183,0.006004,0.000042,0.033667,0.000012,0.000160,0.026980,0.151104,0.010861,0.151598,0.181896,-0.004419,0.271970,0.152696,0.005477,-0.000800,
12,0.008722,0.000359,0.205774,0.214481,0.007548,0.155794,10.281820,0.019904,0.183916,0.027801,45.209750,0.010142,4.984454,0.007469,0.000000,0.034008,0.008400,0.089098,0.950827,0.009944,0.001127,0.034737,0.107812,9.438237,0.033880,0.000915,0.000000,0.004891,0.191644,0.002572,0.000010,0.000000,0.620575,0.025919,0.000392,0.003932,0.000009,2.398750,0.049281,0.013163,0.030407,0.001175,0.000002,0.000118,0.000102,0.001283,0.000736,0.000029,0.015205,0.075249,0.000036,0.247939,3.447232,0.006359,0.001845,0.001014,0.053757,17.955401,143.681566,0.097344,0.096838,0.645435,0.443582,0.043235,0.006594,0.064361,0.365480,0.027178,0.013330,0.023291,0.006330,0.366147,0.016022,0.010474,0.053768,0.001958,0.006777,0.950130,0.008672,0.003359,0.002572,0.012650,0.010436,0.004054,0.014460,0.008650,0.000001,0.000407,0.000003,0.001302,0.000040,0.000134,0.002606,0.008969,0.007451,3566.148614,0.000903,0.025142,0.000044,0.082055,0.000396,0.000429,0.105769,0.181541,0.775360,0.002390,0.016729,0.024866,0.095079,0.015139,0.009468,0.000140,0.001470,0.000003,0.066088,0.077137,0.005366,0.006631,0.007540,-0.007572,0.011958,0.148793,0.023301,0.118350,0.000154,-0.000840,-0.002263,-0.000049,-0.000000,0.000021,-0.001770,0.010140,0.261946,0.266859,0.008033,0.058091,0.053770,0.032406,0.000478,0.004873,0.000011,0.119615,0.006842,0.018978,0.015041,0.011045,0.000113,0.002836,0.005130,0.000508,-0.000000,0.000021,-0.000021,-0.000584,0.068955,0.004139,0.017923,0.002264,0.001204,0.001142,-0.000624,0.000591,0.000462,0.002086,-0.000000,-0.000028,-0.000076,0.002674,0.002723,0.018789,0.016711,0.022788,0.161033,0.031105,0.002956,0.000420,0.223311,0.004568,0.042086,0.000625,0.006340,0.000014,2.397716,0.106802,0.000160,0.005715,0.000037,0.022240,0.000013,0.000176,0.018003,0.154204,0.011081,0.155221,0.184020,-0.002998,0.270337,0.152300,0.005362,-0.000584,
13,0.008739,0.000341,0.195490,0.224782,0.007286,0.154067,10.321625,0.020794,0.194211,0.029528,45.198599,0.010681,4.995606,0.007469,0.000000,0.031653,0.008293,0.089056,0.744244,0.006581,0.001168,0.036026,0.071661,9.682682,0.031826,0.000794,0.000000,0.005189,0.188902,0.002491,0.000009,0.000000,0.621675,0.025287,0.000369,0.003967,0.000009,2.402928,0.049366,0.011890,0.029601,0.001041,0.000002,0.000121,0.000107,0.001301,0.000727,0.000026,0.015201,0.075194,0.000036,0.278235,3.372598,0.006140,0.001903,0.001068,0.052969,17.959234,143.699291,0.102916,0.102310,0.645593,0.443914,0.043533,0.006276,0.066836,0.360225,0.029031,0.014574,0.024783,0.006026,0.360979,0.016902,0.010142,0.053470,0.002168,0.007037,0.993364,0.008094,0.003808,0.002741,0.013369,0.010363,0.004246,0.014170,0.008725,0.000001,0.000429,0.000003,0.001284,0.000039,0.000123,0.002652,0.008549,0.007451,3566.140238,0.000903,0.026108,0.000035,0.080003,0.000265,0.000274,0.104053,0.172131,0.784068,0.002462,0.018511,0.026213,0.094478,0.015844,0.009639,0.000138,0.001546,0.000003,0.067999,0.077582,0.005259,0.007511,0.007539,-0.007566,0.011210,0.150071,0.024838,0.119253,0.000207,-0.000579,-0.001608,-0.000031,-0.000000,0.000018,-0.001269,0.009873,0.260585,0.266859,0.007761,0.060244,0.052687,0.030923,0.000439,0.004806,0.000011,0.120376,0.007727,0.020844,0.015755,0.011288,0.000101,0.002802,0.005197,0.000534,-0.000000,0.000018,-0.000015,-0.000429,0.068583,0.002650,0.011957,0.002152,0.001115,0.001180,-0.000643,0.000556,0.000384,0.001934,-0.000000,-0.000024,-0.000070,0.002544,0.002590,0.019528,0.017601,0.021767,0.161504,0.033373,0.002909,0.000445,0.228581,0.003055,0.040726,0.000582,0.006351,0.000014,2.401924,0.104163,0.000139,0.005439,0.000032,0.014721,0.000013,0.000192,0.012011,0.157508,0.011326,0.158350,0.186092,-0.002012,0.269206,0.151616,0.005256,-0.000426,
14,0.008756,0.000324,0.185715,0.234575,0.007029,0.152539,10.347984,0.021728,0.203922,0.031056,45.187988,0.011170,5.006217,0.007469,0.000000,0.029622,0.008198,0.089020,0.579513,0.004362,0.001205,0.037166,0.047710,9.872970,0.030054,0.000692,0.000000,0.005443,0.186968,0.002434,0.000009,0.000000,0.622515,0.024836,0.000352,0.003998,0.000009,2.406281,0.049435,0.010610,0.029030,0.000916,0.000002,0.000124,0.000111,0.001314,0.000720,0.000023,0.015198,0.075146,0.000037,0.309026,3.301546,0.005940,0.001955,0.001114,0.052414,17.961961,143.716473,0.108208,0.107509,0.645321,0.444147,0.043742,0.005972,0.068970,0.355237,0.030963,0.015799,0.026340,0.005735,0.356070,0.017696,0.009908,0.053260,0.002362,0.007228,1.032547,0.007640,0.004260,0.002919,0.014008,0.010331,0.004420,0.013889,0.008784,0.000001,0.000448,0.000003,0.001266,0.000038,0.000114,0.002703,0.008210,0.007451,3566.129487,0.000903,0.027028,0.000028,0.078552,0.000177,0.000176,0.102798,0.164820,0.790585,0.002525,0.020146,0.027407,0.094237,0.016479,0.009825,0.000136,0.001616,0.000004,0.069349,0.078144,0.005161,0.008400,0.007538,-0.007561,0.010622,0.151064,0.026456,0.120611,0.000247,-0.000411,-0.001146,-0.000019,-0.000000,0.000015,-0.000911,0.009685,0.259633,0.266858,0.007515,0.061820,0.051639,0.029722,0.000410,0.004738,0.000011,0.121352,0.008616,0.022554,0.016400,0.011542,0.000090,0.002780,0.005248,0.000557,-0.000000,0.000015,-0.000011,-0.000316,0.068175,0.001709,0.007976,0.002051,0.001038,0.001214,-0.000633,0.000521,0.000316,0.001799,-0.000000,-0.000019,-0.000064,0.002421,0.002464,0.020188,0.018397,0.020933,0.161862,0.035495,0.002874,0.000467,0.232832,0.002104,0.039674,0.000550,0.006354,0.000014,2.405302,0.102299,0.000120,0.005175,0.000028,0.009760,0.000014,0.000208,0.008012,0.160794,0.011581,0.161054,0.188119,-0.001329,0.268423,0.150696,0.005159,-0.000312,
15,0.008772,0.000309,0.176424,0.243881,0.006776,0.151185,10.365467,0.022703,0.213074,0.032410,45.177892,0.011612,5.016313,0.007469,0.000000,0.027877,0.008117,0.088988,0.449453,0.002895,0.001237,0.038167,0.031816,10.020406,0.028532,0.000605,0.000000,0.005660,0.185603,0.002394,0.000009,0.000000,0.623165,0.024516,0.000340,0.004027,0.000009,2.408999,0.049490,0.009372,0.028627,0.000802,0.000002,0.000126,0.000116,0.001324,0.000717,0.000021,0.015196,0.075105,0.000037,0.339756,3.234749,0.005760,0.002001,0.001153,0.052021,17.963907,143.733270,0.113231,0.112447,0.644786,0.444312,0.043890,0.005682,0.070802,0.350504,0.032967,0.016988,0.027957,0.005458,0.351410,0.018410,0.009743,0.053113,0.002537,0.007364,1.067589,0.007281,0.004710,0.003100,0.014572,0.010325,0.004575,0.013620,0.008829,0.000001,0.000466,0.000003,0.001249,0.000038,0.000108,0.002755,0.007931,0.007451,3566.117076,0.000903,0.027897,0.000022,0.077529,0.000119,0.000114,0.101870,0.159077,0.795495,0.002580,0.021625,0.028457,0.094215,0.017045,0.010013,0.000136,0.001679,0.000004,0.070256,0.078790,0.005072,0.009282,0.007537,-0.007557,0.010157,0.151844,0.028106,0.122229,0.000278,-0.000304,-0.000819,-0.000011,-0.000000,0.000014,-0.000654,0.009552,0.258969,0.266858,0.007294,0.062933,0.050644,0.028733,0.000389,0.004673,0.000010,0.122407,0.009495,0.024101,0.016975,0.011794,0.000079,0.002766,0.005288,0.000577,-0.000000,0.000014,-0.000008,-0.000235,0.067747,0.001110,0.005322,0.001961,0.000971,0.001244,-0.000602,0.000486,0.000260,0.001679,-0.000000,-0.000015,-0.000058,0.002302,0.002343,0.020776,0.019108,0.020254,0.162140,0.037464,0.002848,0.000487,0.236243,0.001502,0.038847,0.000527,0.006352,0.000014,2.408040,0.100986,0.000104,0.004923,0.000024,0.006481,0.000014,0.000224,0.005346,0.163923,0.011832,0.163401,0.190088,-0.000856,0.267880,0.149604,0.005072,-0.000229,
16,0.008787,0.000293,0.167596,0.252725,0.006527,0.149984,10.377081,0.023718,0.221693,0.033611,45.168289,0.012012,5.025916,0.007469,0.000000,0.026382,0.008050,0.088960,0.347540,0.001923,0.001265,0.039041,0.021254,10.134236,0.027231,0.000533,0.000000,0.005844,0.184638,0.002365,0.000009,0.000000,0.623677,0.024289,0.000332,0.004054,0.000009,2.411219,0.049535,0.008209,0.028343,0.000699,0.000002,0.000129,0.000121,0.001333,0.000714,0.000018,0.015194,0.075070,0.000037,0.369960,3.172538,0.005599,0.002042,0.001186,0.051743,17.965299,143.749794,0.117998,0.117135,0.644100,0.444429,0.043993,0.005405,0.072369,0.346014,0.035033,0.018121,0.029626,0.005193,0.346987,0.019054,0.009626,0.053009,0.002693,0.007457,1.098639,0.006997,0.005150,0.003282,0.015064,0.010333,0.004712,0.013368,0.008865,0.000001,0.000482,0.000003,0.001232,0.000038,0.000103,0.002806,0.007699,0.007451,3566.103507,0.000903,0.028710,0.000018,0.076808,0.000079,0.000074,0.101179,0.154509,0.799223,0.002630,0.022950,0.029374,0.094318,0.017546,0.010197,0.000136,0.001737,0.000004,0.070822,0.079491,0.004992,0.010146,0.007537,-0.007554,0.009788,0.152461,0.029749,0.123970,0.000301,-0.000240,-0.000586,-0.000005,-0.000000,0.000012,-0.000471,0.009457,0.258506,0.266857,0.007099,0.063686,0.049709,0.027906,0.000372,0.004610,0.000010,0.123455,0.010353,0.025487,0.017485,0.012037,0.000070,0.002757,0.005320,0.000593,-0.000000,0.000013,-0.000006,-0.000177,0.067313,0.000724,0.003553,0.001883,0.000911,0.001270,-0.000559,0.000453,0.000213,0.001574,-0.000000,-0.000011,-0.000052,0.002190,0.002228,0.021299,0.019745,0.019699,0.162360,0.039279,0.002829,0.000505,0.238969,0.001119,0.038185,0.000510,0.006347,0.000014,2.410276,0.100063,0.000089,0.004683,0.000021,0.004310,0.000014,0.000239,0.003570,0.166818,0.012074,0.165451,0.191981,-0.000530,0.267505,0.148399,0.004992,-0.000170,
17,0.008802,0.000279,0.159207,0.261128,0.006284,0.148918,10.384807,0.024769,0.229806,0.034677,45.159154,0.012373,5.035051,0.007469,0.000000,0.025106,0.007995,0.088935,0.268140,0.001280,0.001289,0.039799,0.014224,10.221886,0.026123,0.000473,0.000000,0.006001,0.183956,0.002345,0.000009,0.000000,0.624086,0.024129,0.000326,0.004080,0.000009,2.413042,0.049572,0.007139,0.028144,0.000607,0.000002,0.000132,0.000125,0.001339,0.000713,0.000016,0.015193,0.075040,0.000037,0.399272,3.115004,0.005458,0.002079,0.001215,0.051546,17.966297,143.766124,0.122519,0.121584,0.643340,0.444512,0.044065,0.005141,0.073705,0.341757,0.037154,0.019186,0.031343,0.004940,0.342791,0.019633,0.009543,0.052937,0.002833,0.007517,1.125980,0.006771,0.005576,0.003459,0.015494,0.010349,0.004832,0.013133,0.008894,0.000001,0.000496,0.000003,0.001217,0.000039,0.000099,0.002855,0.007502,0.007451,3566.089132,0.000903,0.029464,0.000014,0.076302,0.000053,0.000048,0.100658,0.150831,0.802080,0.002675,0.024129,0.030172,0.094486,0.017985,0.010371,0.000137,0.001788,0.000004,0.071132,0.080221,0.004919,0.010981,0.007536,-0.007551,0.009493,0.152952,0.031355,0.125744,0.000319,-0.000205,-0.000421,-0.000001,-0.000000,0.000012,-0.000339,0.009390,0.258184,0.266856,0.006927,0.064162,0.048840,0.027205,0.000358,0.004552,0.000010,0.124448,0.011180,0.026721,0.017932,0.012266,0.000061,0.002752,0.005345,0.000608,-0.000000,0.000012,-0.000004,-0.000134,0.066882,0.000475,0.002375,0.001814,0.000859,0.001292,-0.000510,0.000420,0.000174,0.001482,-0.000000,-0.000008,-0.000046,0.002083,0.002119,0.021762,0.020313,0.019245,0.162533,0.040942,0.002815,0.000520,0.241141,0.000874,0.037644,0.000497,0.006341,0.000014,2.412113,0.099416,0.000077,0.004454,0.000019,0.002871,0.000015,0.000253,0.002385,0.169448,0.012300,0.167253,0.193785,-0.000307,0.267246,0.147134,0.004920,-0.000127,
18,0.008816,0.000265,0.151236,0.269113,0.006046,0.147971,10.389957,0.025855,0.237435,0.035623,45.150467,0.012696,5.043738,0.007469,0.000000,0.024021,0.007952,0.088914,0.206555,0.000853,0.001310,0.040454,0.009537,10.289248,0.025181,0.000423,0.000000,0.006136,0.183476,0.002330,0.000008,0.000000,0.624420,0.024016,0.000322,0.004103,0.000009,2.414548,0.049603,0.006172,0.028004,0.000525,0.000002,0.000134,0.000130,0.001344,0.000712,0.000014,0.015192,0.075014,0.000037,0.427419,3.062075,0.005334,0.002112,0.001239,0.051408,17.967014,143.782316,0.126805,0.125805,0.642560,0.444571,0.044115,0.004890,0.074840,0.337722,0.039322,0.020169,0.033101,0.004699,0.338811,0.020152,0.009484,0.052887,0.002957,0.007552,1.149957,0.006589,0.005984,0.003630,0.015867,0.010369,0.004938,0.012915,0.008917,0.000001,0.000509,0.000003,0.001202,0.000039,0.000096,0.002900,0.007334,0.007451,3566.074201,0.000903,0.030156,0.000012,0.075947,0.000036,0.000032,0.100262,0.147835,0.804288,0.002715,0.025174,0.030865,0.094682,0.018371,0.010533,0.000138,0.001835,0.000004,0.071253,0.080959,0.004853,0.011780,0.007535,-0.007548,0.009255,0.153343,0.032901,0.127489,0.000333,-0.000189,-0.000303,0.000002,-0.000000,0.000011,-0.000245,0.009342,0.257962,0.266855,0.006776,0.064431,0.048037,0.026603,0.000347,0.004498,0.000010,0.125363,0.011970,0.027815,0.018325,0.012478,0.000053,0.002750,0.005365,0.000620,-0.000000,0.000011,-0.000003,-0.000104,0.066463,0.000313,0.001589,0.001755,0.000811,0.001311,-0.000458,0.000388,0.000143,0.001401,-0.000000,-0.000006,-0.000040,0.001980,0.002014,0.022172,0.020819,0.018870,0.162670,0.042461,0.002804,0.000534,0.242868,0.000717,0.037193,0.000487,0.006334,0.000014,2.413631,0.098964,0.000066,0.004235,0.000017,0.001916,0.000015,0.000266,0.001596,0.171807,0.012510,0.168846,0.195487,-0.000157,0.267070,0.145847,0.004855,-0.000096,
19,0.008829,0.000252,0.143664,0.276698,0.005813,0.147133,10.393395,0.026973,0.244605,0.036462,45.142207,0.012985,5.051998,0.007469,0.000000,0.023102,0.007919,0.088896,0.158947,0.000569,0.001328,0.041017,0.006405,10.340950,0.024382,0.000382,0.000000,0.006251,0.183139,0.002320,0.000008,0.000000,0.624696,0.023936,0.000319,0.004126,0.000009,2.415795,0.049628,0.005308,0.027906,0.000454,0.000002,0.000137,0.000135,0.001348,0.000712,0.000012,0.015190,0.074992,0.000037,0.454206,3.013580,0.005225,0.002142,0.001260,0.051310,17.967530,143.798411,0.130867,0.129808,0.641793,0.444613,0.044150,0.004650,0.075800,0.333901,0.041530,0.021061,0.034895,0.004469,0.335038,0.020614,0.009442,0.052852,0.003066,0.007568,1.170935,0.006442,0.006371,0.003793,0.016191,0.010390,0.005030,0.012715,0.008936,0.000001,0.000521,0.000003,0.001189,0.000039,0.000094,0.002941,0.007188,0.007451,3566.058885,0.000903,0.030786,0.000009,0.075700,0.000024,0.000021,0.099959,0.145370,0.806007,0.002752,0.026097,0.031467,0.094885,0.018708,0.010682,0.000139,0.001877,0.000004,0.071238,0.081691,0.004794,0.012539,0.007535,-0.007546,0.009063,0.153656,0.034375,0.129170,0.000343,-0.000186,-0.000218,0.000004,-0.000000,0.000010,-0.000177,0.009309,0.257810,0.266854,0.006644,0.064547,0.047299,0.026081,0.000339,0.004448,0.000010,0.126190,0.012718,0.028783,0.018668,0.012673,0.000046,0.002749,0.005381,0.000630,-0.000000,0.000010,-0.000002,-0.000081,0.066060,0.000207,0.001065,0.001705,0.000769,0.001327,-0.000406,0.000357,0.000117,0.001331,-0.000000,-0.000003,-0.000035,0.001883,0.001915,0.022531,0.021268,0.018561,0.162777,0.043845,0.002796,0.000547,0.244236,0.000617,0.036811,0.000479,0.006326,0.000014,2.414888,0.098650,0.000056,0.004027,0.000015,0.001281,0.000015,0.000278,0.001070,0.173908,0.012702,0.170261,0.197083,-0.000057,0.266952,0.144570,0.004796,-0.000073,
20,0.008841,0.000240,0.136471,0.283904,0.005586,0.146393,10.395695,0.028121,0.251337,0.037202,45.134352,0.013242,5.059852,0.007469,0.000000,0.022327,0.007895,0.088881,0.122237,0.000380,0.001344,0.041498,0.004309,10.380601,0.023706,0.000348,0.000000,0.006349,0.182904,0.002313,0.000008,0.000000,0.624929,0.023881,0.000317,0.004148,0.000009,2.416831,0.049650,0.004545,0.027838,0.000391,0.000002,0.000140,0.000139,0.001352,0.000712,0.000010,0.015189,0.074973,0.000038,0.479507,2.969288,0.005129,0.002169,0.001278,0.051242,17.967902,143.814435,0.134714,0.133602,0.641063,0.444643,0.044174,0.004421,0.076609,0.330282,0.043772,0.021858,0.036721,0.004249,0.331464,0.021025,0.009413,0.052828,0.003163,0.007570,1.189267,0.006323,0.006736,0.003947,0.016472,0.010411,0.005111,0.012532,0.008950,0.000001,0.000531,0.000003,0.001177,0.000039,0.000092,0.002979,0.007060,0.007451,3566.043308,0.000903,0.031354,0.000008,0.075529,0.000016,0.000014,0.099725,0.143323,0.807356,0.002785,0.026910,0.031989,0.095083,0.019002,0.010817,0.000140,0.001915,0.000004,0.071125,0.082403,0.004741,0.013254,0.007534,-0.007544,0.008907,0.153907,0.035766,0.130764,0.000351,-0.000191,-0.000157,0.000005,-0.000000,0.000010,-0.000128,0.009285,0.257707,0.266853,0.006528,0.064551,0.046624,0.025623,0.000331,0.004403,0.000010,0.126930,0.013422,0.029637,0.018968,0.012849,0.000039,0.002750,0.005394,0.000639,-0.000000,0.000010,-0.000002,-0.000065,0.065676,0.000138,0.000715,0.001661,0.000730,0.001341,-0.000357,0.000328,0.000096,0.001270,-0.000000,-0.000001,-0.000031,0.001790,0.001820,0.022843,0.021665,0.018305,0.162861,0.045102,0.002790,0.000558,0.245318,0.000554,0.036482,0.000472,0.006319,0.000014,2.415932,0.098434,0.000048,0.003829,0.000014,0.000858,0.000015,0.000288,0.000718,0.175768,0.012876,0.171523,0.198570,0.000008,0.266874,0.143326,0.004744,-0.000057,
21,0.008853,0.000228,0.129639,0.290748,0.005365,0.145741,10.397236,0.029298,0.257653,0.037854,45.126885,0.013468,5.067320,0.007469,0.000000,0.021679,0.007877,0.088868,0.093982,0.000254,0.001357,0.041909,0.002903,10.410996,0.023136,0.000320,0.000000,0.006434,0.182742,0.002308,0.000008,0.000000,0.625127,0.023842,0.000316,0.004169,0.000009,2.417692,0.049667,0.003878,0.027792,0.000336,0.000002,0.000142,0.000144,0.001354,0.000712,0.000009,0.015188,0.074957,0.000038,0.503254,2.928935,0.005045,0.002193,0.001294,0.051195,17.968170,143.830411,0.138356,0.137196,0.640385,0.444664,0.044190,0.004203,0.077285,0.326858,0.046042,0.022554,0.038573,0.004041,0.328078,0.021387,0.009392,0.052812,0.003248,0.007563,1.205280,0.006226,0.007077,0.004092,0.016716,0.010430,0.005181,0.012364,0.008962,0.000001,0.000541,0.000003,0.001166,0.000040,0.000090,0.003013,0.006948,0.007451,3566.027557,0.000903,0.031862,0.000006,0.075412,0.000011,0.000009,0.099543,0.141611,0.808419,0.002814,0.027627,0.032441,0.095268,0.019259,0.010939,0.000142,0.001949,0.000004,0.070945,0.083087,0.004693,0.013924,0.007534,-0.007542,0.008779,0.154108,0.037070,0.132258,0.000357,-0.000202,-0.000113,0.000006,-0.000000,0.000009,-0.000092,0.009268,0.257638,0.266852,0.006426,0.064474,0.046007,0.025220,0.000325,0.004362,0.000009,0.127586,0.014080,0.030390,0.019230,0.013009,0.000034,0.002751,0.005404,0.000647,-0.000000,0.000009,-0.000001,-0.000053,0.065314,0.000092,0.000480,0.001624,0.000694,0.001353,-0.000311,0.000300,0.000079,0.001216,-0.000000,0.000000,-0.000027,0.001702,0.001730,0.023111,0.022012,0.018091,0.162926,0.046242,0.002786,0.000567,0.246170,0.000513,0.036196,0.000467,0.006312,0.000013,2.416800,0.098286,0.000041,0.003640,0.000013,0.000576,0.000015,0.000298,0.000483,0.177410,0.013034,0.172650,0.199949,0.000048,0.266824,0.142128,0.004697,-0.000045,
22,0.008865,0.000216,0.123149,0.297249,0.005149,0.145170,10.398271,0.030502,0.263572,0.038425,45.119786,0.013665,5.074419,0.007469,0.000000,0.021142,0.007864,0.088857,0.072264,0.000170,0.001368,0.042259,0.001959,10.434296,0.022654,0.000297,0.000000,0.006508,0.182633,0.002304,0.000008,0.000000,0.625298,0.023815,0.000315,0.004189,0.000009,2.418408,0.049682,0.003297,0.027760,0.000289,0.000002,0.000145,0.000149,0.001356,0.000713,0.000008,0.015187,0.074943,0.000038,0.525420,2.892245,0.004971,0.002215,0.001308,0.051163,17.968363,143.846353,0.141802,0.140601,0.639768,0.444678,0.044200,0.003996,0.077845,0.323619,0.048334,0.023148,0.040448,0.003842,0.324873,0.021704,0.009378,0.052802,0.003322,0.007549,1.219270,0.006147,0.007396,0.004226,0.016928,0.010448,0.005243,0.012212,0.008971,0.000001,0.000549,0.000003,0.001156,0.000040,0.000088,0.003043,0.006849,0.007451,3566.011691,0.000903,0.032310,0.000005,0.075333,0.000007,0.000006,0.099402,0.140168,0.809262,0.002842,0.028257,0.032835,0.095439,0.019484,0.011048,0.000143,0.001981,0.000004,0.070722,0.083738,0.004650,0.014547,0.007534,-0.007541,0.008674,0.154269,0.038284,0.133650,0.000361,-0.000216,-0.000081,0.000007,-0.000000,0.000009,-0.000067,0.009257,0.257594,0.266851,0.006337,0.064342,0.045446,0.024863,0.000320,0.004325,0.000009,0.128167,0.014692,0.031053,0.019459,0.013153,0.000029,0.002752,0.005413,0.000654,-0.000000,0.000009,-0.000001,-0.000044,0.064975,0.000061,0.000323,0.001593,0.000661,0.001363,-0.000270,0.000273,0.000065,0.001168,-0.000000,0.000001,-0.000023,0.001618,0.001644,0.023339,0.022313,0.017913,0.162975,0.047274,0.002782,0.000576,0.246838,0.000488,0.035944,0.000463,0.006307,0.000013,2.417522,0.098187,0.000035,0.003460,0.000012,0.000387,0.000016,0.000305,0.000325,0.178857,0.013175,0.173658,0.201221,0.000070,0.266794,0.140988,0.004654,-0.000035,
